2014-04-03,1158,258,2014-04-03,29424,17658,2013-10-28,748,186,2013-09-30,2846,1334,2013-06-28,24778,8720,2014-07-07,2734,422,2014-08-11,2966,1170
2014-04-02,1796,810,2014-04-02,1508,708,2013-10-25,382,496,2013-09-27,1162,666,2013-06-27,47900,64230,2014-07-03,382,290,2014-08-08,582,570
2014-04-01,11040,7464,2014-04-01,11282,2772,2013-10-24,132,346,2013-09-26,2224,3222,2013-06-26,6540,4792,2014-07-02,1014,1362,2014-08-07,686,302
2014-03-31,5892,5440,2014-03-31,3478,2004,2013-10-23,5138,1456,2013-09-25,4854,3502,2013-06-25,646,9698,2014-07-01,3334,7374,2014-08-06,2860,1956
2014-03-28,2994,2638,2014-03-28,8482,4986,2013-10-22,1406,458,2013-09-24,1616,2698,2013-06-24,1184,6840,2014-06-30,738,3068,2014-08-05,1812,248
2014-03-27,1148,1120,2014-03-27,2504,2182,2013-10-21,2106,930,2013-09-23,2846,4320,2013-06-21,12048,29544,2014-06-27,392,1306,2014-08-04,1714,426
2014-03-26,4278,2786,2014-03-26,2946,1524,2013-10-18,3816,400,2013-09-20,1850,996,2013-06-20,1656,2288,2014-06-26,684,4086,2014-08-01,2048,6052
2014-03-25,2568,1912,2014-03-25,3850,1414,2013-10-17,2980,678,2013-09-19,2664,2970,2013-06-19,1392,1404,2014-06-25,1144,2178,2014-07-31,2472,632
2014-03-24,1158,1950,2014-03-24,3352,2848,2013-10-16,1960,646,2013-09-18,10562,11780,2013-06-18,4668,1726,2014-06-24,1872,2828,2014-07-30,288,1078
2014-03-21,7520,4088,2014-03-21,18726,6718,2013-10-15,388,1082,2013-09-17,2148,1262,2013-06-17,11926,22100,2014-06-23,3972,3760,2014-07-29,3798,810
2014-03-20,2564,460,2014-03-20,5286,3134,2013-10-14,274,202,2013-09-16,3334,2662,2013-06-14,19566,8810,2014-06-20,10304,1662,2014-07-28,6798,2392
2014-03-19,2698,1792,2014-03-19,1438,2122,2013-10-11,1334,300,2013-09-13,2574,606,2013-06-13,1104,622,2014-06-19,1306,1074,2014-07-25,15292,10942
2014-03-18,4134,484,2014-03-18,11048,4138,2013-10-10,462,292,2013-09-12,5400,1452,2013-06-12,286,278,2014-06-18,284,1422,2014-07-24,13588,15548
2014-03-17,1712,886,2014-03-17,15326,7236,2013-10-09,236,506,2013-09-11,10852,3096,2013-06-11,1574,1666,2014-06-17,704,324,2014-07-23,30870,22820
2014-03-14,480,160,2014-03-14,9236,4240,2013-10-08,608,406,2013-09-10,4412,1494,2013-06-10,1126,436,2014-06-16,1842,366,2014-07-22,3706,6238
2014-03-13,830,1926,2014-03-13,3880,2098,2013-10-07,694,226,2013-09-09,10618,3862,2013-06-07,398,202,2014-06-13,2974,256,2014-07-21,7070,1270
2014-03-12,2130,2230,2014-03-12,12404,2708,2013-10-04,1994,286,2013-09-06,1334,754,2013-06-06,3242,2244,2014-06-12,4308,770,2014-07-18,3586,1312
2014-03-11,8024,7988,2014-03-11,2568,6500,2013-10-03,3684,512,2013-09-05,2448,2744,2013-06-05,14328,4628,2014-06-11,254,216,2014-07-17,1554,820
2014-03-10,3366,760,2014-03-10,1300,6764,2013-10-02,146,44,2013-09-04,274,1502,2013-06-04,11250,1038,2014-06-10,1032,696,2014-07-16,2340,330
2014-03-07,2038,924,2014-03-07,17876,2812,2013-10-01,80,38,2013-09-03,830,1204,2013-06-03,6356,2354,2014-06-09,10816,1958,2014-07-15,1156,750
2014-03-06,1072,562,2014-03-06,23570,14644,2013-09-30,802,356,2013-08-30,788,1332,2013-05-31,476,952,2014-06-06,514,326,2014-07-14,3006,238
2014-03-05,558,1044,2014-03-05,2168,1988,2013-09-27,134,190,2013-08-29,1430,1962,2013-05-30,1976,144,2014-06-05,446,346,2014-07-11,3020,316
2014-03-04,2180,3396,2014-03-04,11032,6616,2013-09-26,296,166,2013-08-28,3230,1398,2013-05-29,270,924,2014-06-04,356,628,2014-07-10,754,218
2014-03-03,1428,970,2014-03-03,15238,5550,2013-09-25,180,204,2013-08-27,5918,1772,2013-05-28,2976,1412,2014-06-03,332,354,2014-07-09,2384,356
2014-02-28,1688,570,2014-02-28,5388,1614,2013-09-24,434,254,2013-08-26,3090,3364,2013-05-24,1092,336,2014-06-02,1076,460,2014-07-08,1986,304
2014-02-27,1722,532,2014-02-27,10034,3524,2013-09-23,550,298,2013-08-23,3794,1202,2013-05-23,1106,250,2014-05-30,1174,1148,2014-07-07,2526,608
2014-02-26,8336,5522,2014-02-26,32706,1900,2013-09-20,4336,222,2013-08-22,1836,822,2013-05-22,440,1102,2014-05-29,396,328,2014-07-03,602,180
2014-02-25,580,492,2014-02-25,9068,2748,2013-09-19,6764,260,2013-08-21,8882,4198,2013-05-21,264,320,2014-05-28,464,1104,2014-07-02,576,1020
2014-02-24,2106,1698,2014-02-24,14242,16920,2013-09-18,958,360,2013-08-20,1580,1436,2013-05-20,1652,424,2014-05-27,806,708,2014-07-01,5964,220
2014-02-21,9544,3578,2014-02-21,10526,5620,2013-09-17,744,120,2013-08-19,25108,2816,2013-05-17,1546,802,2014-05-23,304,114,2014-06-30,4606,476
2014-02-20,1336,588,2014-02-20,8648,7440,2013-09-16,1524,582,2013-08-16,1878,5596,2013-05-16,5784,1568,2014-05-22,842,212,2014-06-27,16720,326
2014-02-19,12312,340,2014-02-19,31686,5570,2013-09-13,500,658,2013-08-15,1426,2222,2013-05-15,1972,666,2014-05-21,778,890,2014-06-26,1924,746
2014-02-18,4652,790,2014-02-18,12120,2576,2013-09-12,34,88,2013-08-14,810,2380,2013-05-14,1504,2270,2014-05-20,556,660,2014-06-25,6058,874
2014-02-14,1662,192,2014-02-14,72636,7556,2013-09-11,2150,230,2013-08-13,2226,1866,2013-05-13,428,262,2014-05-19,2226,2006,2014-06-24,1566,1668
2014-02-13,1030,722,2014-02-13,7748,1322,2013-09-10,136,2880,2013-08-12,868,1360,2013-05-10,88,140,2014-05-16,522,292,2014-06-23,5086,750
2014-02-12,1506,628,2014-02-12,26078,14448,2013-09-09,218,48,2013-08-09,17634,1064,2013-05-09,430,836,2014-05-15,266,160,2014-06-20,6062,602
2014-02-11,2268,1216,2014-02-11,53544,8520,2013-09-06,1240,1472,2013-08-08,15484,1818,2013-05-08,974,4858,2014-05-14,870,316,2014-06-19,18712,1172
2014-02-10,3130,14830,2014-02-10,6176,3852,2013-09-05,66,70,2013-08-07,1624,574,,2014-05-13,520,872,2014-06-18,4248,800
2014-02-07,2370,824,2014-02-07,67444,9204,2013-09-04,412,80,2013-08-06,2870,1262,,2014-05-12,66,322,2014-06-17,10962,1148
2014-02-06,1392,642,2014-02-06,25942,3306,2013-09-03,2190,394,2013-08-05,5346,1270,,2014-05-09,690,436,2014-06-16,7228,650
2014-02-05,3950,3784,2014-02-05,6046,4776,2013-08-30,472,236,2013-08-02,5184,2428,,2014-05-08,630,590,2014-06-13,1216,230
2014-02-04,7772,6306,2014-02-04,25864,5960,2013-08-29,60,618,2013-08-01,33908,21812,,2014-05-07,100,134,2014-06-12,300,296
2014-02-03,3744,1832,2014-02-03,8632,7064,2013-08-28,106,54,2013-07-31,8120,7494,,2014-05-06,160,80,2014-06-11,852,800
