2015-02-05,25750,22186
2015-02-04,28,10
2015-02-03,2,0
2015-02-02,8,152
2015-01-30,36,0
2015-01-29,36,204
2015-01-28,210,8
2015-01-27,20,0
2015-01-26,110,14
2015-01-23,86,0
2015-01-22,32,0
2015-01-21,974,6
2015-01-20,222,28
2015-01-16,478,120
2015-01-15,496,0
2015-01-14,82,112
2015-01-13,94,6
2015-01-12,14,0
2015-01-09,26,4
2015-01-08,26,8
2015-01-07,10,0
2015-01-06,2,20
2015-01-05,24,6
2015-01-02,44,20
2014-12-31,346,30
2014-12-30,26,0
2014-12-29,88,24
2014-12-26,18,8
2014-12-23,242,4
2014-12-22,6,0
2014-12-19,124,0
2014-12-18,66,2
2014-12-17,150,24
2014-12-15,206,4
2014-12-12,50,228
2014-12-11,386,16
2014-12-10,150,2
2014-12-09,42,82
2014-12-08,284,0
2014-12-05,16,16
2014-12-04,4,2
2014-12-03,4,4
2014-12-02,50,6
2014-12-01,42,12
2014-11-28,42,4
2014-11-26,38,12
2014-11-25,52,40
2014-11-24,58,140
2014-11-21,456,4
2014-11-20,50,0
2014-11-19,38,0
2014-11-18,158,0
2014-11-17,124,0
2014-11-13,48,138
2014-11-12,24,342
2014-11-11,54,0
2014-11-10,76,42
2014-11-07,2884,42
2014-11-06,302,76
2014-11-05,34,34
2014-11-04,40,0
2014-11-03,6,0
2014-10-31,34,10
2014-10-30,12,34
2014-10-29,16,0
2014-10-28,100,0
2014-10-27,2,236
2014-10-24,30,126
2014-10-23,30,0
2014-10-22,4,20
2014-10-21,6,20
2014-10-20,8,4
2014-10-17,1280,1310
2014-10-16,14,28
2014-10-15,26,28
2014-10-14,50,6
2014-10-13,100,8
2014-10-10,20,6
2014-10-08,220,2
2014-10-07,6,0
2014-10-06,6,4
2014-10-03,3622,574
2014-10-02,50,2
2014-10-01,26,6
2014-09-29,10,0
2014-09-26,36,0
2014-09-25,2,12
2014-09-24,8,32
2014-09-23,4,46
2014-09-22,416,66
2014-09-19,268,636
2014-09-18,42,800
2014-09-17,224,10
2014-09-16,2202,24
2014-09-15,12,80
2014-09-12,18,2
2014-09-11,576,200
2014-09-10,2,6
2014-09-08,134,84
2014-09-05,62,2044
2014-09-04,292,8
2014-09-03,290,286
2014-09-02,54,360
2014-08-29,10,16
2014-08-28,44,4
2014-08-27,28,12
2014-08-26,2,18
2014-08-25,4,30
2014-08-21,42,28
2014-08-20,42,72
2014-08-19,428,388
2014-08-18,32,34
2014-08-15,1060,274
2014-08-14,108,66
2014-08-13,6,120
2014-08-12,88,8
2014-08-11,46,0
2014-08-08,62,24
2014-08-07,338,688
2014-08-06,112,202
2014-08-05,270,134
2014-08-04,156,86
2014-08-01,188,2342
2014-07-31,164,106
2014-07-30,884,706
2014-07-29,1106,2974
2014-07-28,550,1454
2014-07-25,32,50
2014-07-24,768,186
2014-07-23,98,244
2014-07-22,26,48
2014-07-21,2000,1002
2014-07-18,200,26866
2014-07-17,46,12
2014-07-16,2,2
2014-07-15,32,0
2014-07-14,106,14
2014-07-11,234,200
2014-07-10,190,16
2014-07-08,2,56
2014-07-07,6,300
2014-07-03,28,4
2014-07-02,6,32
2014-07-01,120,1206
2014-06-30,238,290
2014-06-27,244,220
2014-06-26,328,854
2014-06-25,550,20
2014-06-24,116,1962
2014-06-23,744,760
2014-06-20,264,36
2014-06-19,6390,2034
2014-06-18,104,96
2014-06-17,786,10
2014-06-16,714,348
2014-06-13,218,450
2014-06-12,1734,8532
2014-06-11,1452,16860
2014-06-10,2670,6
2014-06-09,1336,116
2014-06-06,13910,330
2014-06-05,208,2010
2014-06-04,16,0
2014-06-03,114,60
2014-06-02,8,52
2014-05-30,376,84
2014-05-29,16,12
2014-05-28,38,202
2014-05-27,50,70
2014-05-23,40,20
2014-05-22,158,4
2014-05-21,76,0
2014-05-20,218,36
2014-05-19,304,14
2014-05-16,3170,12
2014-05-15,36,574
2014-05-14,2008,1012
2014-05-13,156,16
2014-05-12,264,20
2014-05-09,118,156
2014-05-08,270,76
2014-05-07,336,864
2014-05-06,194,612
2014-05-05,492,462
2014-05-02,584,292
2014-05-01,258,36
2014-04-30,1802,778
2014-04-29,860,274
2014-04-28,946,8
2014-04-25,54,8
2014-04-24,70,66
2014-04-23,98,6
2014-04-22,76,0
2014-04-21,112,20
2014-04-17,158,100
2014-04-16,20,0
2014-04-15,214,2
2014-04-14,124,34
