2014-04-03,462,1248,842000
2014-04-02,1012,958,1429500
2014-04-01,1456,2576,1310100
2014-03-31,3344,566,1406200
2014-03-28,302,548,676600
2014-03-27,264,442,1010800
2014-03-26,924,1046,1773500
2014-03-25,4770,2778,3546900
2014-03-24,838,900,2014900
2014-03-21,2912,534,1497600
2014-03-20,272,222,1188200
2014-03-19,1556,380,1501700
2014-03-18,1112,326,1555700
2014-03-17,248,416,1483300
2014-03-14,428,256,1642900
2014-03-13,3872,538,2676900
2014-03-12,3218,654,1796300
2014-03-11,916,1746,1544500
2014-03-10,1674,420,1177200
2014-03-07,1964,572,2090500
2014-03-06,3464,724,2224900
2014-03-05,10942,4356,5459500
2014-03-04,19690,16766,3202400
2014-03-03,14756,2714,2125400
2014-02-28,1362,1522,2230700
